customer_id,age,income,region,purchase_frequency,avg_order_value,customer_lifetime,total_spend,website_visits,email_open_rate,app_usage,electronics_spend_pct,clothing_spend_pct,home_spend_pct,summer_boost,holiday_boost,recency,satisfaction_score,support_tickets,customer_value_score,engagement_score,risk_score,seasonality_index
CUST_000040,0.7003514,0.023506492,East,-0.6583837,-0.29379717,0.040837888,-0.501204,-0.5361455,-1.4304674,0.8661696,0.7449915,0.7196359,-1.5940725,0.65940046,0.20310922,-0.9336725,-0.869158,-1.4881982,-1.140882,0.3178815,-0.507297,0.45679927
CUST_000041,0.06489171,-0.56369454,North,-1.3285217,0.14040987,-0.4232971,-0.88390607,-1.2715415,-0.6418222,0.7528678,0.3815077,0.8401275,-1.1401373,0.25758633,-1.034499,1.0806541,0.20628573,-1.3773932,-0.87731403,0.19334419,-1.1731385,-0.8382594
CUST_000042,0.048349902,-0.43410918,South,0.5396311,0.3981701,-1.0450337,-0.95193076,0.07989653,0.98256755,-1.1727756,-0.7326537,1.4340829,-0.6495011,-0.2891528,0.30540332,0.78220993,0.47762254,-0.7046205,0.19288084,-0.6534154,-0.87630266,0.15975618
CUST_000043,-0.22124842,-0.12803099,West,-0.90286374,-0.47424358,-0.77876645,-0.8875516,1.6951025,-0.63558906,-1.1702963,0.07075971,0.09329926,0.05350845,0.05714264,2.0906863,-0.549457,1.5768994,1.5418988,0.2878653,-0.56880575,-0.019096948,1.9318756
CUST_000044,-1.5543473,-0.77933884,East,1.4495933,0.529776,0.651589,2.1310103,-0.14373524,-1.1460502,0.74615145,1.0852032,-1.8233219,1.1666925,-0.3732234,-0.97390455,-0.6596897,-1.0868917,0.8137817,0.85505444,0.41301832,1.3031095,-1.042585
CUST_000045,-0.7951415,-0.023545453,West,-0.8821337,-0.95681024,-0.52594393,-0.8295574,-0.8678775,1.7604945,0.7984704,-0.699556,-1.9929345,2.6025467,-0.4932882,0.32208723,-0.3097563,-0.2605771,-0.7075012,-0.9637297,1.0088084,-0.36650836,0.09096476
CUST_000046,-0.25538576,0.21696076,West,1.128142,2.7505984,0.26710856,1.9678578,0.8195404,0.45560214,-1.1424735,0.89862734,-2.2092543,1.5926946,-0.25736642,0.4988208,-0.2886851,0.16847241,2.9586842,1.5079103,-0.5311635,1.9788312,0.34938857
CUST_000048,0.25955805,0.23049591,West,1.0304167,-1.6373848,0.056187134,0.4164088,-0.5525406,0.6293443,0.6959516,1.7249271,0.16504282,-1.6014154,-0.6208681,0.8636952,-0.7091679,-2.6359959,0.16728932,-1.1646131,0.7144617,1.9112282,0.532828
CUST_000049,-1.5745791,0.046111077,North,-0.29852635,-0.40090644,2.2845902,1.6081318,1.0819602,-0.78045076,0.5942979,-1.3114682,0.7304222,0.7885146,2.618695,0.24757488,0.115595214,0.08869539,1.5076283,0.07659979,0.76844347,1.7395788,1.3038151
CUST_000050,0.4417325,-1.1537969,West,-2.0697942,-0.06318986,-0.49172553,-0.9254758,0.29664576,-0.37661776,0.98864764,0.1991024,0.03102058,-0.34380987,1.4301999,0.7810639,0.14799134,-1.3139712,2.5700486,-2.32015,0.9769077,2.726608,1.3016043
CUST_000051,-0.31075528,0.47976872,North,1.039258,-0.18374074,1.8420576,2.9715505,-0.07973412,0.48840305,0.91060907,-1.468205,1.0444195,0.3964276,0.43826085,0.5488884,-0.16400024,-0.5879935,-0.03775657,1.3630366,1.019287,0.34332263,0.6814037
CUST_000054,1.0978463,-0.9774982,South,-0.73960537,-0.80974495,-0.7380304,-0.75952667,-1.0130876,-0.56818736,0.7692977,0.3005693,0.09457376,-0.58690083,-0.49056876,-0.90156317,-0.06068934,0.5197055,-1.5232764,-0.31822413,0.31053787,-1.495628,-1.024851
CUST_000055,0.98514116,0.37275663,East,0.02578036,1.4315772,-0.6712954,-0.26799405,-0.36099356,-0.805148,-1.4440882,-0.5493446,0.7364062,-0.24333836,0.17690368,0.3344943,1.8832685,0.79662645,0.12896806,0.45776024,-1.5167845,-0.4965921,0.3781348
CUST_000056,-0.9791646,-0.32642552,South,-0.61608523,0.12577762,-0.29816985,-0.4511127,-1.5741106,0.30858535,-1.3057896,0.6375404,-1.4465085,0.9377212,0.57599604,1.4092577,-0.14020316,0.3552987,-0.05690192,-0.24169561,-1.4827292,-0.3245617,1.5234301
CUST_000057,-0.4638798,-1.1379265,North,0.5388484,-0.31665635,0.36811194,0.55246264,0.28110477,0.93248385,-1.2698925,0.099007964,0.98227745,-1.3852551,0.6804842,1.72647,1.851129,-1.3973227,0.08856348,-0.47865388,-0.68898714,0.9955755,1.8559846
CUST_000058,0.30075526,0.43358913,South,-0.19879822,0.24247587,-0.18495765,-0.36221084,0.360796,-1.068594,-1.3214991,1.3878905,-0.20939544,-1.3474709,-1.8186189,-0.51676196,2.0849886,-0.035900757,-1.3983719,-0.27456918,-1.2471945,-1.0203282,-1.2202221
CUST_000059,0.9276233,-1.2549621,South,-0.9573884,0.33695313,0.897509,0.15646751,0.23516953,-0.17865577,-1.2061123,1.3581877,0.069479525,-1.9301225,0.55446,1.0838789,-0.82400686,0.95837355,-0.07036279,0.27348173,-0.9454489,-0.75244,1.2175637
CUST_000060,-0.6438195,0.054108102,East,0.5899013,0.6065677,0.36400434,0.9638599,0.74987876,0.52919614,0.6744352,-0.3264505,-0.10453716,0.34436855,0.41984996,1.091765,-0.58018696,-0.44446793,-0.6895866,0.3887105,1.085449,-0.22608356,1.1693579
CUST_000061,-0.35253915,0.066009045,North,0.22158372,0.5143371,-0.5964588,-0.5995758,-1.5485486,0.3124395,0.6673972,-0.31653243,-0.8847583,1.1780667,1.3318658,-0.64327496,-1.0606422,1.2232289,-0.70855296,0.7103318,0.2849037,-1.3961443,-0.03899043
CUST_000062,-1.2919364,0.84451604,North,0.07758201,0.7878962,1.1372449,1.7580432,-0.9928223,0.014856485,0.66246545,0.068131894,0.5213303,-0.67094564,1.4490834,0.4713219,-0.40349305,-0.36191908,-1.5600603,0.535804,0.37850142,-0.91082203,1.0266474
CUST_000064,1.0169393,-1.1209893,South,-0.43828,1.0577002,0.078815125,0.12069288,1.4290221,0.6639471,0.59378403,1.8662415,-0.8951867,-1.2132638,-0.87101305,2.2736807,-0.82146263,-0.924321,-1.4048319,-0.8071914,1.2672694,-0.40895045,1.7168902
CUST_000065,1.4251955,-0.016889948,East,0.2838531,0.43557027,-0.7443477,-0.81478125,-0.40355983,-0.48157522,-1.2804205,-0.97729844,0.50896084,0.01456628,0.5750618,2.5628762,0.6657444,-1.0126154,-0.7319572,-0.91643816,-1.297611,0.13732874,2.5760562
CUST_000066,0.06595639,-0.6656221,South,-0.6113798,0.8779902,-0.31335962,-0.23607634,-0.92366767,-0.03352165,0.7613841,-1.1133505,0.33509123,0.742654,-0.7002838,-0.038103987,-1.0677631,-0.5877728,0.15449043,-0.80795395,0.47579807,0.48175478,-0.3230115
CUST_000067,1.189688,0.33611885,South,-0.7246468,-1.399531,-0.2693014,-0.68709433,1.2008404,2.115399,0.89134806,-0.11990221,1.297746,-1.5260193,0.8752066,1.1462266,-0.1964745,0.45190275,-0.8379443,-0.32752624,1.8494136,-0.9545777,1.4064906
CUST_000068,0.40091217,0.14457488,South,-0.5139776,0.65182793,-1.0681325,-0.92202944,-0.83693326,0.73209393,-1.1095324,-1.687933,1.992773,-0.41119945,-0.04379377,-1.8758444,0.82494384,0.8473472,-0.7576304,-0.048321787,-0.95796067,-1.1708847,-1.7302758
CUST_000069,-0.6168326,-0.45299992,South,-0.42432767,0.21961208,2.1698775,1.9706746,0.333415,-0.47598556,0.7686192,-0.8777344,-0.84363663,1.7036846,-1.3279433,0.26498553,-1.2324419,-0.49559388,-0.071501866,0.28860533,0.7659008,0.25492635,-0.3046936
CUST_000071,1.656243,-1.1390516,North,0.96887547,0.20972162,-0.6361849,0.044294346,-1.3105359,0.4963124,0.6902958,0.91515684,-0.4787879,-0.28555468,-0.29977354,-0.59912807,0.11446801,-1.5428783,0.12791778,-0.5879501,0.4309397,1.1248738,-0.6702618
CUST_000073,1.6706039,0.19375384,East,-0.41239142,-0.119202495,1.9918523,1.4681314,-0.8090333,1.507896,0.6739166,0.07489534,0.309413,-0.33399603,0.99038935,-0.38661113,-0.4591658,0.08869539,-0.72270525,0.07659979,0.8487763,0.1317975,0.054740895
CUST_000074,-1.767303,1.2003602,North,2.0581446,-0.9272801,-1.0628335,-0.90935576,-0.14605995,-0.33976707,-1.3566439,0.1324745,0.65948087,-1.0870036,-0.008163695,-1.4574044,-0.0059297276,1.0402532,0.064454496,1.3439999,-1.2449712,-0.7120299,-1.3336632
CUST_000075,0.87216055,-0.5000325,West,-0.5351242,-0.2838727,-0.6710545,-1.0880022,-0.74908644,2.011137,0.69422567,1.0585496,-1.1690298,0.2120718,-1.9557543,1.3828304,-0.23207393,0.05079014,0.069883935,-0.6870549,1.0213045,-0.022017904,0.45726177
CUST_000076,0.28780812,-0.8917075,East,-1.3497502,0.6997205,2.604842,0.6981561,-0.23122069,1.1394106,-1.3894368,-0.0892623,-1.0821092,1.13403,0.42496893,2.3523788,-1.2632071,-1.2501978,-0.13367206,-1.2327167,-0.9039753,0.7333554,2.3221397
CUST_000077,-0.38819033,-1.1884861,East,0.25667295,0.08176768,-1.2238426,-0.95079494,-0.54553145,0.93911713,-1.1885681,-1.0536458,1.9965866,-1.0872592,-1.3928819,1.4355524,-0.13166629,-0.8449247,-0.7272716,-0.87026477,-0.87944597,0.02442894,0.7370591
CUST_000078,0.2818507,0.13173638,South,0.017965613,-0.30828878,0.019508004,-0.088305674,-0.0155536495,-1.2284412,-1.1423224,-1.9044772,0.1826479,1.582004,0.21506387,1.9657985,-0.5980266,-0.25205892,0.62168956,-0.20360455,-1.2509938,0.5857593,1.8828782
CUST_000079,-1.4542253,-1.0084153,East,-0.7892546,0.5819407,-0.20238334,-0.4058303,2.02742,0.49019083,0.72134095,-0.55563396,0.89184904,-0.5128542,0.114547506,-0.8245979,1.3908193,0.6909021,-0.56240463,-0.0717137,1.5258747,-0.92167246,-0.70553744
CUST_000081,0.33313873,-1.0314492,North,-0.98698527,0.7797502,-0.44807044,-0.6097661,-0.16677092,-0.6335783,-1.2953027,-1.5301678,-0.72301143,2.2989876,-1.3568684,-1.2031729,0.5971525,-0.2545819,-0.65684015,-0.9168425,-1.2758932,-0.33414543,-1.6567183
CUST_000082,1.6140482,0.32040787,West,-0.008712214,-0.46173137,2.5422838,2.211363,-0.109609984,-1.8296072,0.77747726,0.43749613,0.25519645,-1.0155681,1.2919054,-0.123874955,-0.11600234,0.17507635,-0.5802928,1.0630549,0.26817417,-0.57689166,0.41866496
CUST_000083,-0.41030973,2.3620727,West,1.0545186,-0.5787919,-1.2887071,-1.0751233,0.41705573,1.3619791,0.9207846,-0.35807714,0.97043294,-0.6639676,-1.113569,-0.67026514,-1.0418897,1.3139312,-0.6794245,0.9764465,1.4221927,-1.4380399,-1.0701458
CUST_000084,-0.82842386,0.70784956,North,0.88636947,0.5006271,-0.637301,-0.20927165,-0.056102823,-0.10281218,0.96544755,-0.057377685,-0.46737573,0.6536242,0.499126,0.55631757,-0.03761536,0.94181025,1.5800432,1.003296,0.43983904,0.4487739,0.7132365
CUST_000085,-0.5338394,-0.19426559,East,0.116522856,0.66192293,-0.7228628,-0.4339077,1.3999124,-1.6746871,0.70609325,-0.07076456,-1.9240415,1.8667506,0.24148372,0.4816227,-0.9045054,-1.6784574,1.5693803,-1.3016242,-1.0015432,2.2579925,0.53901255
CUST_000087,0.31533313,-1.1038798,North,0.10666057,0.5487191,2.41105,2.9170363,0.8873867,0.1610818,-1.3788655,2.1688535,-1.1082892,-1.0017768,0.015032429,0.5225372,-0.6209706,0.29098246,2.9660785,1.5012608,-0.7992432,1.8992126,0.48315352
CUST_000088,-0.47742483,0.8304662,South,-1.9118204,0.27921978,2.3571663,-0.27774796,-0.5835567,-0.8205183,0.79087114,-0.84689164,1.7480125,-1.0045569,1.2381446,2.1586318,0.33429843,-1.5782614,0.18016838,-2.1520932,0.39950454,1.1870744,2.4799852
CUST_000089,0.6197714,2.321222,South,-1.4048302,-0.66253686,-1.082306,-0.9866491,0.057172984,0.8722338,-1.3751231,1.31512,-1.7592647,0.6516579,0.57424694,0.48157847,1.5499408,-0.72313553,0.0073560677,-1.6089507,-0.87066406,0.4695511,0.67593455
CUST_000091,0.8983218,-1.1218642,West,-0.9105214,-1.5874144,-0.9388353,-0.749454,2.4559033,-0.92069066,0.7263559,-1.3246385,1.6657236,-0.44737503,0.26400977,-0.9177276,2.5521955,-2.1287527,0.74269974,-2.2512953,1.2884195,1.9742998,-0.72902787
CUST_000092,-0.63938,-1.1216661,North,-1.3475698,0.266767,-1.0383401,-1.0044291,-1.261782,0.8222225,0.83714724,-0.56246185,0.4924112,0.14669,-1.7438194,-1.5541147,-0.45320413,-0.2856217,0.81128734,-1.2823608,0.6649991,0.7457073,-2.1363199
CUST_000094,-0.3724282,-0.19868211,East,-0.5856972,1.2391294,1.7856666,1.4399395,-0.68499106,1.5471792,-1.3360049,-0.45948914,1.4100446,-1.1686944,0.7933809,0.81770325,1.4117112,-2.0729532,-0.6308523,-1.1205524,-0.892093,0.94545525,1.0729393
CUST_000095,-1.7142538,2.4333773,East,1.0495607,0.6674339,0.10042546,0.96723753,0.40620303,-0.9968418,0.809308,1.1922917,-0.533426,-0.7498188,0.03693,-0.58932585,0.044869035,0.5067449,0.9062847,1.2798116,0.6855031,0.26475754,-0.52273023
CUST_000096,0.28299,0.6185177,North,0.11867939,1.3501602,-1.0257751,-0.746697,-0.8471156,0.25121117,-1.233188,0.13116899,-0.9891678,1.0347463,-2.5892234,-0.9374332,-1.2116349,0.50702834,-0.78810114,0.096102744,-1.2006422,-0.9568715,-1.9213802
CUST_000097,0.44646597,0.26601306,South,-0.98745817,-0.61907274,1.3366833,0.1683588,0.12233162,-1.7170674,0.82700616,1.9955233,-0.28605083,-1.5876982,0.49839798,0.98160756,-0.8736874,0.097460195,-0.8295539,-0.33880663,0.41682893,-0.70275724,1.101137
CUST_000098,0.07442179,-0.92191744,West,0.013035036,1.9187415,1.8526391,2.6308777,0.46994296,-0.21271695,-1.2889763,0.5380422,0.7045366,-1.457425,1.598424,0.073887005,-0.6029955,1.1737972,-0.68045175,1.9517282,-0.9532649,-1.3416108,0.7253403
CUST_000099,-0.18043537,-0.71985656,South,0.23773669,-1.8121428,0.20720096,-0.30265823,0.20798734,-1.1567922,0.8128763,0.28946966,1.36715,-1.698152,-0.028585192,-0.09914936,-0.97945994,0.6967422,-1.497447,0.47621042,0.58222586,-1.5997664,-0.10226788
CUST_000100,-1.5096141,2.0130255,South,-0.9818971,1.0182844,-0.25223726,-0.5993523,0.09567684,0.010384259,-1.1734998,-0.17023192,-0.06313872,0.28523365,-0.53677046,0.3175416,2.0710266,1.6637312,-1.399413,0.43308192,-0.9102563,-2.199611,0.06891865
CUST_000102,-0.5585974,-1.0693775,North,-0.94242454,0.04168771,0.2941632,0.116101295,-0.37929016,0.86746293,0.70609325,0.15817833,-0.57253766,0.36465034,0.19404204,-0.7040725,-1.2946153,-0.8941057,-1.44216,-1.0333652,-0.8881609,-0.4568106,-0.56280386
CUST_000103,-0.8451377,-0.8709249,West,0.14672834,-0.01665317,2.3420973,2.2708015,-0.3970606,0.059079897,0.70609325,-0.32781914,0.771395,-0.4970073,0.9329041,-0.57070154,0.75025374,1.6449786,0.5959769,2.1931298,-1.1110834,-0.74819046,-0.13695525
CUST_000105,0.325785,-0.65963435,North,-1.3430248,0.7872091,1.0101951,0.22405845,-0.08449462,-1.1990231,0.8505392,-0.30582225,-1.3429327,1.9259421,-1.2020153,-0.37731484,1.3447449,-0.4294743,0.06457454,-0.8570175,0.5107793,0.3071722,-0.8391477
CUST_000106,1.9667253,0.34734038,North,-0.3903103,0.7556109,-0.59737265,-0.6551722,-0.24921028,1.8497365,0.708916,-0.76243013,-0.57978654,1.5290828,0.17173752,1.1179994,2.8325012,0.29925996,-0.06102761,-0.25805598,1.151099,-0.28867823,1.0911835
CUST_000107,0.14441015,-0.3503199,North,1.52587,-1.1160654,-0.38323835,-0.030824693,-0.15953588,0.22076732,-1.2766242,0.76186466,-0.8401788,0.09701177,-2.7131097,-1.190015,-0.5534658,-2.0916228,0.9672213,-0.7330649,-1.0273478,2.1104047,-2.2029247
CUST_000108,0.24045652,-0.022673728,North,1.0762368,1.0307783,0.8342448,1.917577,-1.5950179,-0.22292468,0.7606002,-0.54067826,-0.6191638,1.0379548,0.31241888,0.06715161,0.84104294,0.94465256,-0.76435685,2.0046098,0.20921583,-1.2432055,0.1898841
CUST_000109,-0.11721648,1.6356869,East,-1.097375,-0.90348345,0.30334905,-0.21499057,-1.1991875,-1.0190679,-1.1719209,0.14226978,0.6143407,-0.79924244,0.5337623,0.76676136,0.71139723,-1.9844688,-0.035305496,-2.0133233,-1.6001421,1.3134118,0.9195833
CUST_000112,-0.04220094,-0.6763735,South,-0.31627333,-0.12644228,2.323173,1.9341447,-0.32872185,-1.5589945,-1.3051813,-0.13139404,0.55326605,-0.43505585,0.6700561,0.3776979,-0.19194135,-0.5680875,0.7749966,0.2748664,-1.5852395,0.91540945,0.6205477
CUST_000113,2.7127254,-0.22118779,South,-0.93783826,0.56217325,-0.97257936,-0.5718832,2.1307414,-0.37874293,-0.94521856,-1.100087,0.50685537,0.49614722,-0.98497,-1.687402,0.13354227,0.7869238,-0.853085,-0.14761247,-0.15970157,-1.1977972,-1.9456474
CUST_000116,-0.07252549,0.114856385,South,-0.51328075,0.9273695,2.23417,2.0819812,1.0031065,-1.0781982,-1.3513626,-0.6368617,1.1733826,-0.7595448,-0.00069055584,-0.9326558,0.98158485,1.1179711,-0.82140434,1.4224278,-1.0707011,-1.4045092,-0.85160244
CUST_000117,-1.1948407,0.31928253,North,0.03224694,1.1864343,-1.0128821,-0.7313783,-1.9380059,-0.061672255,0.8605771,0.90405035,0.8810418,-1.4177847,-0.53356916,-0.28494787,-0.87174076,-0.7371078,0.08750238,-0.81044966,0.23180784,0.53701466,-0.47970968
