age,income,purchase_frequency,avg_order_value,customer_lifetime,total_spend,website_visits,email_open_rate,app_usage,electronics_spend_pct,clothing_spend_pct,home_spend_pct,summer_boost,holiday_boost,recency,segment
1.0978463,-0.9774982,-0.73960537,-0.80974495,-0.7380304,-0.75952667,-1.0130876,-0.56818736,0.7692977,0.3005693,0.09457376,-0.58690083,-0.49056876,-0.90156317,-0.06068934,-1
0.98514116,0.37275663,0.02578036,1.4315772,-0.6712954,-0.26799405,-0.36099356,-0.805148,-1.4440882,-0.5493446,0.7364062,-0.24333836,0.17690368,0.3344943,1.8832685,-1
-0.9791646,-0.32642552,-0.61608523,0.12577762,-0.29816985,-0.4511127,-1.5741106,0.30858535,-1.3057896,0.6375404,-1.4465085,0.9377212,0.57599604,1.4092577,-0.14020316,-1
-0.4638798,-1.1379265,0.5388484,-0.31665635,0.36811194,0.55246264,0.28110477,0.93248385,-1.2698925,0.099007964,0.98227745,-1.3852551,0.6804842,1.72647,1.851129,-1
0.30075526,0.43358913,-0.19879822,0.24247587,-0.18495765,-0.36221084,0.360796,-1.068594,-1.3214991,1.3878905,-0.20939544,-1.3474709,-1.8186189,-0.51676196,2.0849886,-1
0.9276233,-1.2549621,-0.9573884,0.33695313,0.897509,0.15646751,0.23516953,-0.17865577,-1.2061123,1.3581877,0.069479525,-1.9301225,0.55446,1.0838789,-0.82400686,-1
-0.6438195,0.054108102,0.5899013,0.6065677,0.36400434,0.9638599,0.74987876,0.52919614,0.6744352,-0.3264505,-0.10453716,0.34436855,0.41984996,1.091765,-0.58018696,-1
-0.35253915,0.066009045,0.22158372,0.5143371,-0.5964588,-0.5995758,-1.5485486,0.3124395,0.6673972,-0.31653243,-0.8847583,1.1780667,1.3318658,-0.64327496,-1.0606422,-1
-1.2919364,0.84451604,0.07758201,0.7878962,1.1372449,1.7580432,-0.9928223,0.014856485,0.66246545,0.068131894,0.5213303,-0.67094564,1.4490834,0.4713219,-0.40349305,-1
1.0169393,-1.1209893,-0.43828,1.0577002,0.078815125,0.12069288,1.4290221,0.6639471,0.59378403,1.8662415,-0.8951867,-1.2132638,-0.87101305,2.2736807,-0.82146263,-1
1.4251955,-0.016889948,0.2838531,0.43557027,-0.7443477,-0.81478125,-0.40355983,-0.48157522,-1.2804205,-0.97729844,0.50896084,0.01456628,0.5750618,2.5628762,0.6657444,-1
0.06595639,-0.6656221,-0.6113798,0.8779902,-0.31335962,-0.23607634,-0.92366767,-0.03352165,0.7613841,-1.1133505,0.33509123,0.742654,-0.7002838,-0.038103987,-1.0677631,-1
1.189688,0.33611885,-0.7246468,-1.399531,-0.2693014,-0.68709433,1.2008404,2.115399,0.89134806,-0.11990221,1.297746,-1.5260193,0.8752066,1.1462266,-0.1964745,-1
0.40091217,0.14457488,-0.5139776,0.65182793,-1.0681325,-0.92202944,-0.83693326,0.73209393,-1.1095324,-1.687933,1.992773,-0.41119945,-0.04379377,-1.8758444,0.82494384,-1
-0.6168326,-0.45299992,-0.42432767,0.21961208,2.1698775,1.9706746,0.333415,-0.47598556,0.7686192,-0.8777344,-0.84363663,1.7036846,-1.3279433,0.26498553,-1.2324419,-1
1.656243,-1.1390516,0.96887547,0.20972162,-0.6361849,0.044294346,-1.3105359,0.4963124,0.6902958,0.91515684,-0.4787879,-0.28555468,-0.29977354,-0.59912807,0.11446801,-1
1.6706039,0.19375384,-0.41239142,-0.119202495,1.9918523,1.4681314,-0.8090333,1.507896,0.6739166,0.07489534,0.309413,-0.33399603,0.99038935,-0.38661113,-0.4591658,-1
-1.767303,1.2003602,2.0581446,-0.9272801,-1.0628335,-0.90935576,-0.14605995,-0.33976707,-1.3566439,0.1324745,0.65948087,-1.0870036,-0.008163695,-1.4574044,-0.0059297276,-1
0.87216055,-0.5000325,-0.5351242,-0.2838727,-0.6710545,-1.0880022,-0.74908644,2.011137,0.69422567,1.0585496,-1.1690298,0.2120718,-1.9557543,1.3828304,-0.23207393,-1
0.28780812,-0.8917075,-1.3497502,0.6997205,2.604842,0.6981561,-0.23122069,1.1394106,-1.3894368,-0.0892623,-1.0821092,1.13403,0.42496893,2.3523788,-1.2632071,-1
-0.38819033,-1.1884861,0.25667295,0.08176768,-1.2238426,-0.95079494,-0.54553145,0.93911713,-1.1885681,-1.0536458,1.9965866,-1.0872592,-1.3928819,1.4355524,-0.13166629,-1
0.2818507,0.13173638,0.017965613,-0.30828878,0.019508004,-0.088305674,-0.0155536495,-1.2284412,-1.1423224,-1.9044772,0.1826479,1.582004,0.21506387,1.9657985,-0.5980266,-1
-1.4542253,-1.0084153,-0.7892546,0.5819407,-0.20238334,-0.4058303,2.02742,0.49019083,0.72134095,-0.55563396,0.89184904,-0.5128542,0.114547506,-0.8245979,1.3908193,-1
0.33313873,-1.0314492,-0.98698527,0.7797502,-0.44807044,-0.6097661,-0.16677092,-0.6335783,-1.2953027,-1.5301678,-0.72301143,2.2989876,-1.3568684,-1.2031729,0.5971525,-1
1.6140482,0.32040787,-0.008712214,-0.46173137,2.5422838,2.211363,-0.109609984,-1.8296072,0.77747726,0.43749613,0.25519645,-1.0155681,1.2919054,-0.123874955,-0.11600234,-1
-0.41030973,2.3620727,1.0545186,-0.5787919,-1.2887071,-1.0751233,0.41705573,1.3619791,0.9207846,-0.35807714,0.97043294,-0.6639676,-1.113569,-0.67026514,-1.0418897,-1
-0.82842386,0.70784956,0.88636947,0.5006271,-0.637301,-0.20927165,-0.056102823,-0.10281218,0.96544755,-0.057377685,-0.46737573,0.6536242,0.499126,0.55631757,-0.03761536,-1
-0.5338394,-0.19426559,0.116522856,0.66192293,-0.7228628,-0.4339077,1.3999124,-1.6746871,0.70609325,-0.07076456,-1.9240415,1.8667506,0.24148372,0.4816227,-0.9045054,-1
0.31533313,-1.1038798,0.10666057,0.5487191,2.41105,2.9170363,0.8873867,0.1610818,-1.3788655,2.1688535,-1.1082892,-1.0017768,0.015032429,0.5225372,-0.6209706,-1
-0.47742483,0.8304662,-1.9118204,0.27921978,2.3571663,-0.27774796,-0.5835567,-0.8205183,0.79087114,-0.84689164,1.7480125,-1.0045569,1.2381446,2.1586318,0.33429843,-1
0.6197714,2.321222,-1.4048302,-0.66253686,-1.082306,-0.9866491,0.057172984,0.8722338,-1.3751231,1.31512,-1.7592647,0.6516579,0.57424694,0.48157847,1.5499408,-1
0.8983218,-1.1218642,-0.9105214,-1.5874144,-0.9388353,-0.749454,2.4559033,-0.92069066,0.7263559,-1.3246385,1.6657236,-0.44737503,0.26400977,-0.9177276,2.5521955,-1
-0.63938,-1.1216661,-1.3475698,0.266767,-1.0383401,-1.0044291,-1.261782,0.8222225,0.83714724,-0.56246185,0.4924112,0.14669,-1.7438194,-1.5541147,-0.45320413,-1
-0.3724282,-0.19868211,-0.5856972,1.2391294,1.7856666,1.4399395,-0.68499106,1.5471792,-1.3360049,-0.45948914,1.4100446,-1.1686944,0.7933809,0.81770325,1.4117112,-1
-1.7142538,2.4333773,1.0495607,0.6674339,0.10042546,0.96723753,0.40620303,-0.9968418,0.809308,1.1922917,-0.533426,-0.7498188,0.03693,-0.58932585,0.044869035,-1
0.28299,0.6185177,0.11867939,1.3501602,-1.0257751,-0.746697,-0.8471156,0.25121117,-1.233188,0.13116899,-0.9891678,1.0347463,-2.5892234,-0.9374332,-1.2116349,-1
0.44646597,0.26601306,-0.98745817,-0.61907274,1.3366833,0.1683588,0.12233162,-1.7170674,0.82700616,1.9955233,-0.28605083,-1.5876982,0.49839798,0.98160756,-0.8736874,-1
0.07442179,-0.92191744,0.013035036,1.9187415,1.8526391,2.6308777,0.46994296,-0.21271695,-1.2889763,0.5380422,0.7045366,-1.457425,1.598424,0.073887005,-0.6029955,-1
-0.18043537,-0.71985656,0.23773669,-1.8121428,0.20720096,-0.30265823,0.20798734,-1.1567922,0.8128763,0.28946966,1.36715,-1.698152,-0.028585192,-0.09914936,-0.97945994,-1
-1.5096141,2.0130255,-0.9818971,1.0182844,-0.25223726,-0.5993523,0.09567684,0.010384259,-1.1734998,-0.17023192,-0.06313872,0.28523365,-0.53677046,0.3175416,2.0710266,-1
-0.5585974,-1.0693775,-0.94242454,0.04168771,0.2941632,0.116101295,-0.37929016,0.86746293,0.70609325,0.15817833,-0.57253766,0.36465034,0.19404204,-0.7040725,-1.2946153,-1
-0.8451377,-0.8709249,0.14672834,-0.01665317,2.3420973,2.2708015,-0.3970606,0.059079897,0.70609325,-0.32781914,0.771395,-0.4970073,0.9329041,-0.57070154,0.75025374,-1
0.325785,-0.65963435,-1.3430248,0.7872091,1.0101951,0.22405845,-0.08449462,-1.1990231,0.8505392,-0.30582225,-1.3429327,1.9259421,-1.2020153,-0.37731484,1.3447449,-1
1.9667253,0.34734038,-0.3903103,0.7556109,-0.59737265,-0.6551722,-0.24921028,1.8497365,0.708916,-0.76243013,-0.57978654,1.5290828,0.17173752,1.1179994,2.8325012,-1
0.14441015,-0.3503199,1.52587,-1.1160654,-0.38323835,-0.030824693,-0.15953588,0.22076732,-1.2766242,0.76186466,-0.8401788,0.09701177,-2.7131097,-1.190015,-0.5534658,-1
0.24045652,-0.022673728,1.0762368,1.0307783,0.8342448,1.917577,-1.5950179,-0.22292468,0.7606002,-0.54067826,-0.6191638,1.0379548,0.31241888,0.06715161,0.84104294,-1
-0.11721648,1.6356869,-1.097375,-0.90348345,0.30334905,-0.21499057,-1.1991875,-1.0190679,-1.1719209,0.14226978,0.6143407,-0.79924244,0.5337623,0.76676136,0.71139723,-1
-0.04220094,-0.6763735,-0.31627333,-0.12644228,2.323173,1.9341447,-0.32872185,-1.5589945,-1.3051813,-0.13139404,0.55326605,-0.43505585,0.6700561,0.3776979,-0.19194135,-1
2.7127254,-0.22118779,-0.93783826,0.56217325,-0.97257936,-0.5718832,2.1307414,-0.37874293,-0.94521856,-1.100087,0.50685537,0.49614722,-0.98497,-1.687402,0.13354227,-1
-0.07252549,0.114856385,-0.51328075,0.9273695,2.23417,2.0819812,1.0031065,-1.0781982,-1.3513626,-0.6368617,1.1733826,-0.7595448,-0.00069055584,-0.9326558,0.98158485,-1
-1.1948407,0.31928253,0.03224694,1.1864343,-1.0128821,-0.7313783,-1.9380059,-0.061672255,0.8605771,0.90405035,0.8810418,-1.4177847,-0.53356916,-0.28494787,-0.87174076,-1
1.1617713,-0.8927048,0.15462087,-1.1817191,2.5740254,2.094899,-0.09637613,-1.2605395,0.6253056,0.23859608,0.001138016,-0.22239238,-0.018104836,0.58206844,-1.1696768,-1
0.54572237,-1.2191223,-2.3960602,-0.11269892,0.9017973,-0.9508104,0.20137313,-1.170433,-1.2030511,1.5478579,-0.4044847,-1.1420693,1.9430768,0.7240672,0.33871505,-1
-0.85184133,-0.6721384,0.16049227,-1.0898614,-0.41598654,-0.6392508,-0.7431553,-0.742265,0.6930825,-1.5612742,2.0280008,-0.5446605,-0.014010843,0.596597,-0.711641,-1
1.4944339,0.6463382,-1.2896608,0.05412985,-1.113456,-1.1914297,0.8416313,-0.8347065,0.7234334,-0.30119812,0.051587958,0.101125695,-0.23498341,-0.83475816,2.4225497,-1
-1.5004072,-1.2794306,0.9562166,-0.31746933,-0.5643905,-0.0063732006,-0.6262839,0.09230054,-1.3018253,1.7730821,-1.537235,-0.39123574,-0.81183785,-1.4361423,-0.60674244,-1
0.6373287,-0.48275208,0.27540177,-1.2515886,-0.81950873,-0.7338292,1.3105657,-1.1834259,1.0047276,0.13838682,-1.2700521,1.401014,1.3826456,2.1089108,1.0986949,-1
2.4600139,-0.1977239,0.7616134,-0.37292722,0.8004993,1.2458674,0.39826664,-1.2247443,0.9716119,-0.22503555,-1.877598,2.2881947,0.47090665,0.999433,-0.8812237,-1
-0.9844784,0.32562396,1.1434951,-1.6862813,0.13523501,0.015616365,0.57856965,-1.1092098,0.89782566,0.2939638,0.5629976,-0.7809143,-0.7927241,-0.3905738,1.4070115,-1
-0.057952918,0.10840598,0.03230424,-1.7052763,0.11510252,0.046567027,-1.2612995,0.37876496,0.9085756,-1.2685305,1.2694778,0.27669078,0.448028,-0.9193344,-1.1858618,-1
-0.5097867,-1.0005801,-0.43513578,0.02954668,1.0018947,0.6700727,-0.7419872,-1.071098,-1.0701227,1.478252,-1.354911,-0.2620833,-1.2313387,-0.36058438,1.8230342,-1
-1.4853902,0.22640988,-0.061412025,-0.21463607,1.2421663,1.345611,0.7034069,-1.0452942,0.7440869,1.557235,-0.6771605,-0.8945179,-0.3174229,1.6574042,1.0052451,-1
0.14953245,-0.93509275,0.66014963,-0.8281928,-1.0732999,-1.2199669,-0.20815308,-1.0347102,0.6846762,1.3719574,-1.4280877,0.23001754,0.3860877,1.4784869,-0.010623289,-1
-1.165015,-0.9304575,1.276989,-0.8290829,1.3745332,1.89553,-0.9403126,-0.10281218,-1.1460488,0.4745691,-0.08925255,-0.5469514,-0.8358618,0.067294404,-0.8650213,-1
0.5087458,-0.33706057,-0.47372872,1.7249181,-0.86322683,-0.9045651,-0.30747628,-0.68970644,-1.3719943,-0.9763276,0.053286903,0.86969817,-0.7803555,1.350084,0.14551407,-1
-1.0012618,-1.1693236,-0.41925383,0.3872911,-0.43389046,-0.31081,1.0437819,-0.16496776,0.7253939,-0.7417127,0.9396038,-0.7406967,-1.2277266,0.5598262,-0.8638671,-1
-0.30656922,-1.4217494,-0.84046745,0.43887872,2.5391426,1.3011682,0.9601246,-0.5660362,-1.3345474,1.6366924,-1.0800649,-0.71346855,0.6738526,-0.20407435,1.3879257,-1
0.08201042,-0.32270974,0.49854988,0.10105277,1.2982013,2.0701025,-1.0178224,2.1227086,0.78831375,-0.03109478,-0.01567159,-0.008739209,0.92679477,1.5508024,-0.6289007,-1
1.4635054,0.83156645,0.28252387,-0.09973079,-0.65807164,-0.4744421,-1.7287458,-1.0981611,-1.1623428,0.668646,-0.8663892,0.18473217,-0.7167718,-1.6178166,1.898318,-1
0.06499411,-1.01094,-0.66122264,-0.26714882,-0.94932014,-0.74871665,0.12992826,-0.289588,-1.3499147,1.7649277,-0.8041201,-0.9857503,-1.3224065,-1.2575705,1.0064671,-1
0.2006986,-0.24624784,1.4501466,0.9697016,-0.28423873,0.28871807,-0.5943492,-1.4701008,0.8972469,-0.7990461,-0.1351863,1.1497746,1.9481192,0.79494077,1.1661544,-1
-1.4627105,-1.3016087,1.516169,0.83940953,-0.15689303,0.373556,-0.004643741,0.71533805,-1.0393547,-0.044797685,0.7108886,-0.5664155,0.5600365,-0.20136376,-0.32491237,-1
0.6389517,-1.3178803,0.024916474,1.2328314,-0.41128752,-0.32606497,2.3513658,-0.37397596,-1.3336854,-0.08199155,0.43088078,0.092899725,0.25294167,-0.050886974,-0.6166362,-1
0.20886858,-0.39026895,-0.7759877,-1.2536587,-1.0236359,-0.9088088,-0.49096727,0.44123766,0.70609325,0.01727621,1.7328517,-1.7354426,0.48942065,-0.27624,0.8176152,-1
0.23305634,-0.09050018,-0.22371387,-0.12205828,0.82122636,0.6276008,-1.9138116,-0.3036562,0.76312757,0.29631436,0.20564839,-0.5946485,-0.68952215,0.52631956,-0.21394509,-1
0.31862634,-1.0128969,-0.23521668,-0.70308924,-0.75091785,-0.5585135,-0.0848767,2.673387,-1.1972901,-0.92834,0.49762207,0.35788998,0.5439934,2.439625,0.9151178,-1
-0.9149965,-0.54052514,0.5429833,-1.7961042,0.9239456,0.7094428,1.453869,-1.0110668,-1.1933973,0.40585244,-0.2730706,0.0469474,0.7997289,0.6987245,-0.14405885,-1
0.10000362,-1.1702075,0.2576517,-0.5020991,0.22426009,0.22573526,1.3472934,-0.13896212,-1.2794458,0.090173066,-0.9763363,0.9156418,-1.3073037,2.3421447,-0.92475855,-1
0.3488419,-0.018600909,-0.8112777,-0.38907868,2.3841712,1.1544573,0.70576197,-0.10281218,-0.944228,-1.7407014,1.0410662,0.6141264,0.20417143,-1.0886177,1.2110386,-1
-0.7672967,1.2541775,0.7082956,-1.8763673,-0.38797876,-0.25267604,2.0794222,-0.037398875,0.78075105,-1.3263787,0.97630703,0.3061685,-0.37765154,-0.68318856,0.77890545,-1
-1.2176412,0.45172855,-0.90354675,-0.7302034,-1.0605506,-1.1967148,-0.30520102,-0.36748227,-1.240909,0.078423634,1.6995201,-1.5869777,1.6822892,-0.8649203,1.5470583,-1
0.6532603,1.6278353,0.060105212,1.4963057,0.7311057,1.0045713,2.2276008,0.09331333,0.70609325,-0.5327495,-0.7543704,1.322187,0.051985882,-0.47368306,-0.087671466,-1
-0.87427807,-1.1093031,-1.544518,0.8809103,0.3918347,-0.48487106,-0.95758414,-1.0764624,0.7389352,-0.27538452,0.6390704,-0.29367664,0.59860355,-0.27130193,-0.6478807,-1
0.89408576,-0.46729782,-0.3017537,0.26069555,2.3885295,1.7530171,-0.58449614,1.4978857,0.91826504,-0.014022454,1.4205903,-1.2854695,-0.6481006,0.8097478,-0.9164137,-1
0.9105653,0.3403852,0.6477028,1.9627252,-0.2702281,-0.026724499,-0.42602572,1.6861044,0.70609325,-0.4548684,1.029479,-0.4301424,-0.5563509,-1.451414,-0.6075027,-1
-0.75582117,-0.5974099,-0.1185748,0.0842646,-0.08281996,-0.17909573,0.6625089,1.1156716,0.72222257,-1.3115084,0.667017,0.6806228,-0.2532382,1.2605278,1.2979316,-1
1.134326,-0.99643385,0.36641145,-1.101968,0.6621769,0.7923244,0.5400566,-0.59968966,0.8809508,-0.40565532,0.89813036,-0.27783996,-1.1810714,0.23792633,-0.6047034,-1
0.27869782,0.4976768,-1.8909634,-1.238117,0.16533212,-0.82000023,-0.046366848,-0.16247231,-1.2969428,0.02632071,-1.5401119,1.5276972,0.5616923,0.35579577,1.2692451,-1
0.9581358,2.5245986,1.4801764,0.39968392,0.18808845,1.0526597,0.885637,0.6735011,-1.1947583,-0.96683586,0.6293451,0.07135588,0.9366135,-0.04895589,-0.37657443,-1
2.2151911,-0.044323783,-0.6152129,-0.1927211,-0.44007272,-0.42615244,2.2256482,-0.4231596,-1.1912614,0.64192253,-0.3656218,-0.23778372,-0.11012417,1.417176,-0.78373045,-1
-0.23967522,-0.8155394,-0.25914297,0.464744,0.95781225,0.66632056,-0.7000052,-1.1767106,0.70609325,-0.36296394,-0.34125614,0.9028279,0.26929542,-0.5265468,-0.9076954,-1
-0.956883,-0.8403455,0.9223983,-0.745228,-1.0084987,-0.87535715,0.25730348,-0.12234602,-1.2594463,1.1793885,0.4897466,-1.5314374,-1.0162597,0.21308765,-0.2758013,-1
-0.994098,2.7662315,-0.41516376,0.64494103,-0.8620237,-0.7140823,1.117477,0.8543064,-1.3076525,-0.02008022,1.6278741,-1.6238025,0.13909757,1.5281829,-0.12339502,-1
-0.89629054,0.8421042,-0.48801705,1.2674494,1.5999461,1.5074649,1.210799,-0.2938507,0.79752666,0.28752443,-0.18661302,0.12311594,-0.1865124,-0.5245307,2.4525673,-1
