customer_id,age,income,region,purchase_frequency,avg_order_value,customer_lifetime,total_spend,website_visits,email_open_rate,app_usage,electronics_spend_pct,clothing_spend_pct,home_spend_pct,summer_boost,holiday_boost,recency,satisfaction_score,support_tickets,customer_value_score,engagement_score,risk_score,seasonality_index,segment
CUST_000067,1.0965962,-0.18061902,West,0.17999312,1.2363342,1.8354094,2.7979903,0.9581085,-0.3019966,-1.2010275,-0.5266992,-0.6917322,1.2747109,1.2660735,0.19563079,-1.2246518,-0.7820001,1.0535917,0.9740646,-0.7203185,1.2629921,0.71265715,0
CUST_000068,0.32014105,2.1678483,East,0.60044706,-0.48908737,-0.6521843,-0.5369738,1.0057034,-1.1155548,0.8318489,-1.1053144,1.004413,-0.016599663,1.52513,-0.42819867,-0.42756164,0.53246254,-1.281806,0.37783903,0.8657923,-1.3338364,0.25553277,0
CUST_000069,-0.7637821,0.9151948,North,0.023233706,-1.3235693,0.018048823,0.036853094,-0.4443807,1.3813156,-1.4157581,-0.697456,0.1176506,0.57477176,0.74829614,-0.9038527,-0.5305611,0.75054914,-0.018994423,0.49582627,-0.93763834,-0.53461546,-0.504726,0
CUST_000070,0.22853258,1.1580712,East,0.2121452,-0.83407444,-0.20876157,-0.56283116,0.8592803,-0.6842257,0.8214379,0.1962638,-0.45126095,0.32560286,0.5019781,0.07637696,0.4219776,-1.9751618,-1.5904576,-1.3789709,0.92094433,0.06929967,0.2814787,1
CUST_000071,1.5288227,1.7469238,East,0.52581644,0.0059544905,-1.0607388,-1.1598381,0.4369986,-0.7454144,0.9879383,0.28626734,0.770167,-1.2931119,1.1950537,-0.13946536,1.2891409,0.28246117,1.6315635,-0.11729332,0.9088289,1.0005188,0.37829942,1
CUST_000072,-0.18864436,-0.24028066,South,-0.4179611,0.069246545,-0.57524186,-0.5105514,-0.9816575,1.4749973,0.8536312,-0.18145004,0.6851827,-0.6525089,-1.3716328,-1.0127162,-0.67437696,0.10252464,0.18858942,-0.39554194,0.8980869,0.042163774,-1.4993725,1
CUST_000073,1.6421776,-0.13922678,West,-0.3246746,0.60895646,-0.32554272,-0.29604146,-0.45770398,0.7157485,0.7950189,-0.3791603,1.3109636,-1.3346734,0.6107721,-0.7622171,-1.2396451,-1.6820974,-1.4349055,-1.343389,0.8230844,-0.005627354,-0.43419713,1
CUST_000074,-1.6696458,-0.86307377,East,0.08943711,0.760467,2.174542,2.5798059,0.044214845,-1.1809489,0.8638628,0.18708003,-0.24297619,-0.14710163,1.6106267,-1.9576048,-1.3392009,-1.454855,0.85930884,0.40693575,0.55302244,1.5564047,-1.097412,0
CUST_000075,1.0823371,-0.134417,West,0.11621669,1.3167018,-0.7937568,-0.40023786,2.1030798,-0.089535,-1.3358095,0.564316,-1.4144042,0.9479478,0.31703678,-1.1344054,1.8526711,0.23645145,0.13854119,0.014044224,-0.39726272,-0.082365975,-0.8963516,1
CUST_000076,0.064928606,0.76301014,East,-0.27112794,0.9502511,-0.4425703,-0.5954508,-0.48895282,-1.6305548,-1.2068518,1.3647448,-0.74494755,-0.6899591,0.9291636,0.42630282,-0.29132324,-1.9261205,-0.8433697,-1.6119592,-1.5623682,0.5942145,0.77980256,1
CUST_000078,0.17554763,-0.47964707,South,0.94907606,-0.31544325,0.79579496,1.7508765,0.66526115,-0.36289433,0.68668807,-1.3773323,0.02413476,0.89875954,-0.5233777,0.48295224,-1.1655583,0.32552168,0.0025485866,1.5411524,0.8219744,-0.24174118,0.2174853,0
CUST_000080,-0.34017298,0.034374993,West,-0.3888091,0.56317794,2.4238524,2.2733045,2.0237277,0.25471327,0.806127,-0.49630365,0.17258623,0.445217,-1.1848357,-1.7118315,-0.79911894,1.1157836,-1.5765193,1.5974567,1.5467163,-1.9334183,-2.0554078,0
CUST_000081,0.22462302,0.86236143,East,-0.7862414,0.62947774,1.1121993,0.51454,0.011619669,0.31877238,0.88289404,1.0192281,-1.0037149,0.022953,-1.536037,-1.366923,-0.52763563,0.05430944,0.71211255,-0.115326054,0.9536633,0.46378314,-1.8905467,1
CUST_000082,1.4849077,-1.2436354,East,2.192513,0.8187919,-0.32918903,0.6964467,0.3950467,-0.39992648,0.81508434,-1.7222738,-0.8386672,2.7674716,0.86124676,0.6042334,-0.21859309,1.377288,0.12563945,2.3131075,0.83396256,-0.8349999,0.9127085,0
CUST_000084,-0.9602037,-0.71915925,North,0.56821454,1.4358548,-0.29011622,0.5586395,-1.1015091,-0.21830231,0.81665134,0.4854124,0.44485566,-0.8763855,0.19580343,-0.45253566,-0.78620493,0.5998608,-1.2593217,0.93559796,0.37940317,-1.3609732,-0.32827562,0
CUST_000085,-0.69033486,-0.9758989,East,-0.45204833,0.17348848,-0.7345206,-0.7625526,0.017845206,1.3264006,0.8151482,0.3082853,-0.7504832,0.70248157,0.28467262,-0.26406476,-1.1596104,1.158206,-0.7151039,0.11511645,1.1616262,-1.3189765,-0.11954686,1
CUST_000086,0.8733444,-0.7907015,South,0.95446825,-1.1294134,-0.7106684,-0.53004426,-0.2917387,-0.07642251,0.9162812,-1.0100482,-1.5003142,2.6796808,0.54789966,1.9176317,-0.116830364,1.0820336,-0.5924949,0.9011168,0.2922603,-1.1779773,1.973188,0
CUST_000088,-0.62303877,-0.77539766,East,0.5685188,-0.04155484,-1.047012,-1.0050048,-0.2896035,-0.22329597,0.70737493,0.16987798,1.2702341,-1.5968202,-0.6273238,0.07204763,1.8191236,-0.9367849,-1.4184154,-0.77159584,0.55547106,-0.478752,-0.19963783,1
CUST_000089,0.4360134,2.2815535,North,-1.1944306,0.08174702,-0.9096377,-1.056306,1.763393,-1.2793303,0.7890734,0.41051477,0.3092764,-0.6051645,1.2045416,-1.2161647,0.2290896,0.9619262,-0.6471832,-0.5286575,1.0401696,-1.1405152,-0.59559536,1
CUST_000090,0.02027796,0.11469091,South,0.6866147,-0.52769995,-1.2908745,-0.98294437,-1.0064809,1.2616445,-1.3904552,2.6318817,-1.5011559,-0.86112237,-0.4624479,-1.2800475,0.0070101293,-2.068468,0.98794,-1.397901,-1.1361516,2.0519233,-1.3579997,1
CUST_000091,0.7230181,0.1502239,South,-0.2886295,0.03709112,2.1861217,1.4228708,-0.93456167,-0.35804197,0.9516624,-1.2945727,0.06571032,0.8951733,0.065909296,0.49718252,0.08256403,1.2661191,-0.5291019,1.3278813,0.5173067,-1.2506195,0.47941202,0
CUST_000095,-1.6252332,-0.29573208,North,-1.0576484,0.49076012,-1.000913,-0.9347938,0.2741114,0.7264854,-1.3087827,1.1354274,0.60934716,-1.870308,1.651815,-2.0594933,-0.43738553,-0.57785976,-0.7915001,-1.3485634,-0.77431965,-0.24523458,-1.1725473,1
CUST_000096,0.31839928,0.5983687,North,-0.35830694,1.1160415,2.1940908,1.8311034,0.59771544,0.7385406,0.7061786,-0.3807795,0.46068457,-0.13116138,-0.66936374,0.7646096,1.0301603,-0.36057597,0.124661,0.48815134,1.1063763,0.29612717,0.4116123,0
CUST_000097,0.24701397,-0.8955184,East,0.23704438,0.0905435,-0.251377,0.037744403,0.12609817,-0.982441,-1.1826116,1.7865885,-0.41820094,-1.1732504,-1.4198989,1.1329454,-1.0311563,-0.07270151,-1.5101513,0.09830995,-1.1633953,-1.1098993,0.4290132,0
CUST_000098,0.12686683,-1.5762119,South,-0.77876085,-0.5465999,-1.0884234,-0.96202385,-0.5648204,-0.86981976,0.8008114,0.8929999,0.6115211,-1.9149592,-1.2724266,-0.18382718,0.99028397,-2.2652278,0.9903297,-2.259016,0.374598,2.1818526,-0.7046211,1
CUST_000099,-0.5360626,0.9986845,East,-0.0036001059,0.49123317,-1.0820107,-0.77989423,-1.1559404,0.3013477,-1.3387576,0.049532022,-0.9169426,0.87480605,1.1707578,0.7469252,-0.55754,0.2998404,0.06107558,-0.19281314,-1.3939517,-0.18139105,1.1730905,1
CUST_000101,-0.75896066,-0.66178566,North,1.5984424,0.9377616,-0.9965586,-1.0006862,-0.18492867,-1.7053528,-1.185767,1.0677865,-0.6526201,-0.4144281,-1.3706608,-0.013048674,-0.3188913,-0.023967097,0.0032072067,0.32023373,-1.4612187,-0.013631121,-0.59102154,0
CUST_000102,-0.43130842,-0.5779271,South,0.0006979112,1.278746,-0.79327637,-0.47780216,-2.6517825,-1.053657,-1.1620371,-0.29544467,-0.6100054,0.8851547,0.5535771,-0.5101384,-0.65772474,-0.44688287,-0.023260914,-0.50394654,-2.0991604,0.24208194,-0.22941622,1
CUST_000103,-1.0042448,1.4852669,West,-0.1286544,-0.5859024,-1.0184654,-0.9820009,-0.4178623,-0.6370389,0.8272477,-1.5736016,-0.30101782,1.8836995,1.9666755,1.0891259,-0.96882,-1.4986625,2.3594754,-1.4635386,0.50856614,2.703112,1.8202052,1
CUST_000104,-0.311161,-1.1840755,West,1.4887158,-0.32740328,-0.9075657,-0.7317019,1.3733879,0.8032784,0.890929,0.7791827,0.91578746,-1.8324555,2.19606,1.1220913,0.14330761,1.832309,-1.5801882,1.5389162,1.5466856,-2.40282,1.9470717,0
CUST_000105,0.41459236,2.6170826,North,-0.11987933,0.79208857,-0.77314353,-0.5910301,0.55904067,0.26143822,0.88685197,0.16570573,-0.24802633,-0.09791774,-0.0009922783,-0.061674427,-0.9011368,-0.7865503,-0.5883389,-0.83005905,1.126309,0.04211364,-0.0564346,1
CUST_000107,0.28453988,0.5538081,West,-1.0377805,0.707054,-0.8390707,-0.5902207,0.43858927,0.7594805,0.973424,1.7724377,-1.3267174,-0.22246775,-0.09719316,1.2486768,-0.90896016,-0.29383296,-1.3744434,-0.99580264,1.2928956,-0.86472595,1.0930321,1
CUST_000108,0.14589678,-0.46144155,South,0.956536,0.34492117,-0.7335374,-0.56931305,-0.7511832,1.0494585,0.8671769,0.4293437,-0.75389224,0.4032344,1.3485135,-0.41821048,1.4966891,-0.037999585,-0.5219242,0.19278513,0.8755036,-0.39590788,0.18997546,0
CUST_000109,-0.18359216,0.68393123,West,-0.43937382,-0.028056253,0.627941,0.19968149,0.3617095,-0.7854995,0.9419603,1.3534054,0.14871807,-1.6643642,-1.0969707,-0.11318679,-0.5054147,0.92735547,1.693421,0.44719136,0.83257407,0.6266111,-0.56632394,0
CUST_000110,-1.6517063,-0.6629714,North,-0.47592273,-0.18004133,1.6350938,1.025876,-0.1350131,-0.07642251,0.7877738,-0.15699752,-0.42335466,0.6451693,-0.6642972,0.45657128,1.8448228,0.09709584,-0.7188957,0.041310556,0.2322213,0.07007737,0.13397972,0
CUST_000111,-0.025909878,-0.29472727,West,0.33828315,-0.13471231,-0.50147396,-0.47434366,-0.93925357,1.2208836,-1.1636779,2.2214892,-2.1159668,-0.29023167,0.25111175,0.003443585,-0.65619206,0.05571025,0.866575,-0.019722234,-0.9252059,0.57800215,0.109234415,1
CUST_000112,-0.16781561,-0.19832572,East,-0.87529284,1.0728586,1.8075137,0.72627884,0.45322475,0.005619074,-1.2214491,1.229113,0.30103746,-1.4873568,1.2867514,0.16300009,-0.73988,-0.79329747,0.10439018,-0.580347,-0.8271919,0.5628459,0.691758,1
CUST_000113,2.6423404,-1.1393958,West,0.23383865,0.97112596,-0.6258279,-0.19203645,-0.21721962,0.043140564,0.89925283,1.8186982,-1.3179393,-0.41335455,-0.9474634,-0.76595277,0.34976164,-1.5562478,-1.3087095,-0.92939276,0.8184118,0.0064703687,-1.0960195,1
CUST_000114,-0.31598222,0.69192934,East,-0.32088333,-1.5875043,-0.9547032,-0.81967324,-0.9507631,1.3373129,0.7595734,1.5687991,0.09315054,-1.4631222,1.1479892,0.7512603,-0.06540753,0.4991399,-1.4283736,-0.25171742,0.7896738,-1.4213804,1.167407,1
CUST_000115,0.19149989,-0.55503106,South,0.5420797,0.65028566,-0.74815255,-0.41821033,-1.4159206,-0.26863328,0.74580216,0.42653552,0.52364796,-1.3852354,0.8238528,-0.37841332,0.33375785,0.67736447,1.5001949,0.4950167,0.19812842,0.64540374,0.0044265385,0
CUST_000116,-0.030248333,-0.38666424,West,0.039766382,1.1013398,0.18400419,0.5549991,0.5892587,-0.75097036,-1.1248821,-0.4544028,0.6752543,-0.55707717,-0.23528518,1.4608012,-0.7962091,-1.7065214,-0.05412655,-0.7581111,-0.8958674,1.0394678,1.227342,1
CUST_000117,-1.3763068,-0.9882573,North,0.23629673,-0.034576874,-0.5506515,-0.60077155,-0.81449556,-0.58337307,0.82613623,0.96173555,-1.088203,0.20398293,0.7978514,0.29233658,-0.50119174,-0.87473786,-1.4578615,-0.7068463,0.38820994,-0.5485646,0.602643,1
CUST_000119,0.81330645,-0.36755753,East,0.023787139,0.19701064,-0.8107795,-0.8677843,-0.1695726,0.4634109,0.6597695,-0.010423996,1.2967677,-1.5289844,1.7806307,0.71633244,2.3811505,0.8906043,-0.81829333,0.14256816,0.7349149,-1.2216039,1.4030056,1
